,enrollee_id,relevent_experience,experience,last_new_job,target
4858,7624,Has relevent experience,7,1,1
4859,23075,Has relevent experience,20,5,0
4860,9553,Has relevent experience,8,2,1
4862,8134,Has relevent experience,4,1,0
4863,30420,No relevent experience,1,1,0
4864,7895,No relevent experience,5,0,0
4865,18751,Has relevent experience,11,1,0
4866,24487,Has relevent experience,20,5,0
4867,130,Has relevent experience,16,5,0
4868,1896,Has relevent experience,10,4,0
4869,16779,Has relevent experience,16,1,0
4870,1831,No relevent experience,3,5,0
4872,21062,Has relevent experience,14,5,0
4873,13026,No relevent experience,7,1,1
4874,19042,Has relevent experience,15,1,0
4875,1755,Has relevent experience,20,5,1
4876,30224,No relevent experience,3,2,1
4877,14213,Has relevent experience,5,2,0
4878,22128,Has relevent experience,6,1,0
4879,21305,Has relevent experience,4,1,0
4880,20177,No relevent experience,20,5,0
4881,25262,Has relevent experience,10,1,0
4882,9146,Has relevent experience,20,5,0
4883,31116,No relevent experience,4,0,0
4884,24449,No relevent experience,4,1,1
4885,27126,Has relevent experience,3,1,1
4886,13287,No relevent experience,7,0,1
4888,18458,Has relevent experience,10,2,0
4889,24343,Has relevent experience,14,1,0
4890,11742,Has relevent experience,16,1,0
4891,9836,Has relevent experience,16,2,0
4892,13532,No relevent experience,10,1,0
4893,19871,Has relevent experience,5,1,1
4894,26665,No relevent experience,2,1,1
4896,12009,No relevent experience,3,0,1
4897,23495,Has relevent experience,16,5,1
4898,6512,Has relevent experience,3,1,0
4899,8148,Has relevent experience,20,5,0
4900,6553,No relevent experience,10,4,0
4901,22755,Has relevent experience,19,5,0
4902,1340,Has relevent experience,20,1,0
4904,4527,Has relevent experience,5,2,0
4905,32671,No relevent experience,2,0,0
4906,10807,Has relevent experience,20,5,0
4907,25532,Has relevent experience,19,1,0
4908,15040,Has relevent experience,15,1,0
4909,24348,No relevent experience,2,0,0
4910,2154,Has relevent experience,17,2,0
4911,5414,Has relevent experience,8,0,0
4912,32730,Has relevent experience,0,2,1
4913,1948,Has relevent experience,20,1,0
4914,15365,Has relevent experience,16,5,0
4915,24500,No relevent experience,11,1,1
4916,14982,Has relevent experience,6,1,0
4917,25911,Has relevent experience,4,2,0
4918,27313,Has relevent experience,20,3,1
4919,18466,Has relevent experience,14,1,0
4920,11537,No relevent experience,2,1,1
4921,29134,Has relevent experience,14,5,0
4922,14141,Has relevent experience,2,1,0
4923,13835,No relevent experience,0,0,1
4924,9568,No relevent experience,2,0,1
4925,23201,Has relevent experience,9,1,0
4926,2843,No relevent experience,1,1,0
4927,26987,No relevent experience,5,1,0
4929,11052,Has relevent experience,19,1,0
4930,3552,Has relevent experience,16,0,0
4931,24651,Has relevent experience,4,1,1
4932,4644,Has relevent experience,12,3,0
4933,3082,Has relevent experience,19,1,0
4934,3886,No relevent experience,5,0,0
4935,15821,Has relevent experience,3,2,0
4936,10670,Has relevent experience,7,1,1
4937,20377,No relevent experience,1,1,0
4938,791,Has relevent experience,9,2,0
4939,11351,Has relevent experience,14,1,0
4940,1460,Has relevent experience,6,0,0
4941,15778,Has relevent experience,15,1,0
4942,6870,Has relevent experience,9,5,1
4943,32593,No relevent experience,6,1,1
4944,21055,Has relevent experience,3,1,0
4945,24090,Has relevent experience,5,1,1
4946,17690,Has relevent experience,0,1,0
4947,13053,Has relevent experience,6,1,1
4948,12229,Has relevent experience,17,1,0
4949,4485,No relevent experience,0,0,1
4950,12791,Has relevent experience,17,1,0
4951,6013,Has relevent experience,20,3,0
4952,27263,Has relevent experience,5,1,0
4953,13442,Has relevent experience,5,1,0
4954,10793,Has relevent experience,9,1,1
4955,30581,Has relevent experience,20,2,0
4956,23525,No relevent experience,1,1,0
4957,9421,Has relevent experience,8,5,0
4958,14714,Has relevent experience,4,4,1
4959,1725,Has relevent experience,16,4,0
4960,3154,Has relevent experience,6,1,0
4961,6688,Has relevent experience,20,5,0
4962,17332,Has relevent experience,3,1,0
4963,15730,Has relevent experience,5,5,0
4964,7099,Has relevent experience,20,5,0
4965,8183,Has relevent experience,16,1,0
4966,21524,No relevent experience,4,2,1
4967,1524,Has relevent experience,10,2,0
4968,27737,Has relevent experience,20,5,1
4969,27790,No relevent experience,14,2,0
4970,11146,Has relevent experience,16,0,1
4971,31520,No relevent experience,2,1,0
4972,12188,Has relevent experience,16,4,1
4973,31178,Has relevent experience,5,1,0
4974,4712,Has relevent experience,5,1,0
4975,23483,Has relevent experience,2,1,0
4976,30227,Has relevent experience,7,2,0
4977,8907,Has relevent experience,20,1,0
4978,15721,Has relevent experience,16,1,0
4979,25015,Has relevent experience,20,4,0
4980,1990,Has relevent experience,10,1,0
4981,30515,No relevent experience,7,0,0
4982,26949,Has relevent experience,20,5,0
4983,31589,Has relevent experience,17,3,0
4984,31374,Has relevent experience,9,3,0
4985,7705,Has relevent experience,15,2,0
4986,17146,Has relevent experience,11,1,1
4987,558,No relevent experience,3,3,0
4988,1961,No relevent experience,7,0,0
4989,26675,No relevent experience,2,1,1
4990,33065,Has relevent experience,5,0,1
4991,16281,Has relevent experience,6,2,1
4992,16036,No relevent experience,3,0,0
4993,20620,Has relevent experience,19,2,0
4994,4196,No relevent experience,1,0,0
4995,7892,Has relevent experience,3,1,1
4996,19768,No relevent experience,3,1,1
4997,33180,No relevent experience,20,5,0
4998,13215,Has relevent experience,10,5,1
4999,2386,Has relevent experience,2,2,0
5000,18582,Has relevent experience,9,4,0
5001,25222,Has relevent experience,7,1,0
5002,5697,Has relevent experience,20,1,0
5003,5172,No relevent experience,3,0,1
5004,1815,Has relevent experience,18,5,1
5005,18347,Has relevent experience,6,1,0
5006,3907,Has relevent experience,16,5,0
5007,372,No relevent experience,3,1,0
5008,10580,Has relevent experience,16,2,0
5009,33376,Has relevent experience,8,4,0
5010,27970,No relevent experience,1,0,1
5011,20568,Has relevent experience,16,5,0
5012,9059,Has relevent experience,7,1,0
5013,27233,Has relevent experience,7,1,1
5014,30763,Has relevent experience,6,1,1
5015,12383,Has relevent experience,13,1,0
5016,16428,Has relevent experience,4,2,1
5017,3074,Has relevent experience,20,1,0
5018,18577,Has relevent experience,12,2,1
5019,26667,Has relevent experience,16,2,1
5020,16761,Has relevent experience,5,5,0
5021,953,Has relevent experience,10,1,0
5022,22702,No relevent experience,6,1,0
5023,20533,Has relevent experience,3,1,0
5024,26444,Has relevent experience,3,5,1
5025,6617,Has relevent experience,2,1,1
5026,1664,No relevent experience,5,2,1
5027,13312,Has relevent experience,20,1,1
5028,5051,Has relevent experience,7,1,1
5029,27122,Has relevent experience,9,1,0
5030,13663,No relevent experience,17,5,0
5031,30803,No relevent experience,3,0,1
5032,29610,No relevent experience,4,1,1
5033,24856,Has relevent experience,14,5,0
5034,27478,No relevent experience,19,1,1
5035,24844,No relevent experience,6,0,1
5036,13444,No relevent experience,11,1,0
5037,20446,Has relevent experience,4,1,1
5038,4296,Has relevent experience,20,5,0
5039,23167,No relevent experience,3,1,0
5040,33297,Has relevent experience,20,5,1
5041,32407,Has relevent experience,15,5,0
5042,32501,No relevent experience,9,1,0
5043,18350,Has relevent experience,20,1,1
5044,26286,Has relevent experience,2,1,0
5045,2526,Has relevent experience,7,1,0
5046,26269,Has relevent experience,20,5,0
5047,8862,Has relevent experience,10,5,1
5048,19713,Has relevent experience,20,5,0
5049,4104,Has relevent experience,20,5,0
5050,30230,Has relevent experience,20,1,1
5052,396,Has relevent experience,16,4,0
5054,9720,Has relevent experience,15,4,0
5055,26319,Has relevent experience,10,1,0
5056,11921,Has relevent experience,15,1,0
5057,12918,No relevent experience,8,4,0
5058,13234,Has relevent experience,12,5,1
5059,20788,Has relevent experience,7,2,1
5060,19380,Has relevent experience,20,3,1
5061,5852,No relevent experience,7,1,0
5062,26206,No relevent experience,12,1,0
5064,4780,No relevent experience,0,0,0
5065,12186,No relevent experience,14,4,0
5066,29233,No relevent experience,5,3,0
5067,18321,Has relevent experience,9,1,0
5068,25771,No relevent experience,8,4,0
5069,6514,Has relevent experience,13,1,0
5071,901,Has relevent experience,4,4,0
5072,10267,No relevent experience,20,0,0
5073,2474,Has relevent experience,20,2,0
5074,10054,Has relevent experience,13,4,0
5075,16767,Has relevent experience,14,1,0
5076,17256,Has relevent experience,6,1,0
5077,20557,Has relevent experience,7,1,1
5078,18784,No relevent experience,11,5,0
5079,21160,No relevent experience,5,1,1
5080,24527,Has relevent experience,9,1,0
5081,16927,Has relevent experience,17,1,1
5082,19549,Has relevent experience,10,3,1
5083,15987,Has relevent experience,12,1,0
5084,30597,Has relevent experience,3,1,0
5085,17580,Has relevent experience,8,1,0
5086,2206,Has relevent experience,11,2,0
5087,10901,Has relevent experience,9,4,0
5088,6286,Has relevent experience,2,1,0
5089,33168,Has relevent experience,0,1,1
5090,28497,Has relevent experience,10,1,1
5091,931,Has relevent experience,5,1,0
5092,5579,No relevent experience,11,0,0
5093,22350,Has relevent experience,6,1,0
5094,25365,Has relevent experience,14,5,0
5095,27270,Has relevent experience,6,0,0
5096,30250,Has relevent experience,13,3,0
5097,6004,Has relevent experience,20,1,1
5098,9675,Has relevent experience,20,1,0
5099,11141,Has relevent experience,10,1,0
5100,12143,No relevent experience,20,2,0
5101,33190,Has relevent experience,9,3,0
5103,4673,Has relevent experience,14,3,0
5104,2728,Has relevent experience,5,1,0
5105,18736,Has relevent experience,10,1,0
5107,29911,No relevent experience,7,0,0
5108,18353,Has relevent experience,1,1,0
5109,26857,Has relevent experience,4,1,0
5110,11590,No relevent experience,2,2,0
5111,8262,No relevent experience,8,1,1
5112,14668,No relevent experience,2,0,0
5113,17104,Has relevent experience,20,3,0
5114,764,Has relevent experience,20,5,0
5115,32234,No relevent experience,2,2,1
5116,7149,Has relevent experience,20,5,0
5117,6119,Has relevent experience,20,5,0
5118,17974,Has relevent experience,11,1,0
5119,29411,Has relevent experience,20,1,0
5120,17089,No relevent experience,6,0,0
5121,4096,Has relevent experience,20,3,0
5122,29066,No relevent experience,1,0,1
5123,15456,Has relevent experience,2,1,0
5124,16139,Has relevent experience,5,4,0
5125,18243,Has relevent experience,15,1,0
5126,3935,No relevent experience,8,0,0
5127,18954,No relevent experience,1,1,0
5128,20256,No relevent experience,3,1,0
5129,30850,Has relevent experience,6,1,0
5130,19893,Has relevent experience,6,1,1
5131,27518,Has relevent experience,18,1,0
5132,26297,Has relevent experience,9,2,1
5133,1160,Has relevent experience,18,5,0
5134,27014,No relevent experience,4,0,0
5135,8824,Has relevent experience,18,1,1
5136,29439,Has relevent experience,12,1,0
5137,5068,Has relevent experience,15,1,0
5138,30554,Has relevent experience,4,1,0
5139,12255,Has relevent experience,20,5,0
5140,14554,Has relevent experience,3,1,1
5141,24931,Has relevent experience,14,1,0
5142,23149,Has relevent experience,20,5,0
5143,23158,Has relevent experience,14,2,0
5144,8156,No relevent experience,3,0,0
5145,22015,Has relevent experience,20,5,0
5146,16237,No relevent experience,10,1,1
5147,23067,Has relevent experience,11,2,0
5148,16502,No relevent experience,6,0,0
5149,31714,Has relevent experience,3,1,0
5151,15333,Has relevent experience,8,1,0
5152,2289,Has relevent experience,14,1,0
5153,19025,No relevent experience,7,5,1
5154,22223,Has relevent experience,10,5,0
5155,4860,Has relevent experience,20,5,0
5156,7556,No relevent experience,5,1,0
5157,11501,Has relevent experience,4,2,1
5159,17844,Has relevent experience,6,3,0
5160,1448,Has relevent experience,17,5,1
5161,7302,Has relevent experience,5,3,0
5162,6659,Has relevent experience,3,2,0
5163,33278,Has relevent experience,6,0,0
5164,26167,Has relevent experience,6,1,0
5165,17057,Has relevent experience,6,2,0
5166,12195,No relevent experience,5,1,0
5167,380,Has relevent experience,20,1,0
5168,30615,No relevent experience,7,0,0
5169,10920,Has relevent experience,6,1,0
5170,21542,Has relevent experience,3,1,0
5171,13298,Has relevent experience,20,2,0
5172,22627,Has relevent experience,1,1,0
5173,9185,Has relevent experience,4,2,0
5174,1149,No relevent experience,4,2,0
5175,9349,Has relevent experience,14,3,0
5176,2267,Has relevent experience,13,2,0
5177,10490,Has relevent experience,20,5,1
5178,14475,Has relevent experience,20,0,0
5179,30465,No relevent experience,9,3,0
5180,29532,Has relevent experience,7,4,0
5181,31327,Has relevent experience,18,1,0
5182,13522,Has relevent experience,20,5,1
5183,10531,Has relevent experience,17,1,0
5184,13013,Has relevent experience,10,4,0
5185,27849,Has relevent experience,6,1,1
5186,21743,Has relevent experience,0,4,0
5187,17530,Has relevent experience,16,3,0
5189,16402,Has relevent experience,20,5,0
5191,31134,No relevent experience,20,5,0
5192,27600,No relevent experience,16,0,0
5193,13594,Has relevent experience,4,2,1
5194,10383,Has relevent experience,14,5,0
5195,30363,Has relevent experience,20,5,0
5196,12004,No relevent experience,8,2,0
5197,8094,No relevent experience,0,0,1
5198,5215,Has relevent experience,14,1,0
5199,10405,Has relevent experience,20,4,0
5200,25798,Has relevent experience,13,3,0
5201,19855,Has relevent experience,5,2,0
5202,20316,Has relevent experience,10,1,0
5203,8282,Has relevent experience,8,5,0
5205,19993,No relevent experience,6,0,0
5206,10236,No relevent experience,20,5,0
5207,23720,Has relevent experience,17,2,0
5208,30818,No relevent experience,9,0,0
5209,30163,Has relevent experience,20,5,0
5210,10094,Has relevent experience,10,5,0
5211,20008,Has relevent experience,18,5,0
5212,9604,No relevent experience,1,0,1
5213,32500,Has relevent experience,18,4,1
5214,21879,No relevent experience,3,2,0
5215,5869,Has relevent experience,10,4,0
5216,28110,Has relevent experience,20,5,0
5217,25514,Has relevent experience,11,1,0
5218,3008,Has relevent experience,10,1,1
5219,21289,Has relevent experience,5,3,1
5220,8069,Has relevent experience,14,2,0
5221,11538,No relevent experience,0,0,1
5222,21472,Has relevent experience,4,1,1
5223,26001,Has relevent experience,4,1,0
5224,1844,Has relevent experience,6,1,0
5225,29775,Has relevent experience,3,1,0
5226,9951,Has relevent experience,16,1,0
5227,5336,Has relevent experience,5,2,0
5228,14514,No relevent experience,8,0,0
5229,26983,Has relevent experience,6,1,1
5230,4833,No relevent experience,9,1,0
5231,24731,Has relevent experience,9,2,0
5232,21114,No relevent experience,1,0,1
5233,4406,Has relevent experience,20,4,1
5234,19539,Has relevent experience,20,5,0
5235,6535,Has relevent experience,5,1,1
5236,29993,Has relevent experience,20,1,1
5237,11665,Has relevent experience,20,5,0
5238,32410,Has relevent experience,3,1,0
5239,6634,Has relevent experience,3,1,0
5240,21068,Has relevent experience,19,5,0
